"","TargetName","Scaffold","MolNum"
"633","PPARG_HUMAN","Sca110999",9
"634","RARA_HUMAN","Sca111079",1
"635","KCNH2_HUMAN","Sca111111",1
"636","CCR4_HUMAN","Sca111111",1
"637","MCHR1_HUMAN","Sca111111",3
"638","KPCA_MOUSE","Sca111113",11
"639","CCKAR_HUMAN","Sca111167",35
"640","KCNH2_HUMAN","Sca111172",7
"641","DRD3_HUMAN","Sca111172",1
"642","DRD2_HUMAN","Sca111172",1
"643","MET_HUMAN","Sca111172",2
"644","AOFA_HUMAN","Sca111219",3
"645","MMP13_HUMAN","Sca11123",1
"646","MMP9_HUMAN","Sca11123",1
"647","5HT7R_HUMAN","Sca11123",4
"648","HDAC1_HUMAN","Sca11123",1
"649","ACHA7_RAT","Sca11127",3
"650","ACM1_HUMAN","Sca11127",3
"651","KCNH2_HUMAN","Sca111303",4
"652","CP3A4_HUMAN","Sca111303",1
"653","MCHR1_HUMAN","Sca111303",38
"654","PD2R2_HUMAN","Sca111429",23
"655","P2RY1_HUMAN","Sca111429",13
"656","CP3A4_HUMAN","Sca111448",1
"657","CP2CJ_HUMAN","Sca111448",1
"658","SC6A2_HUMAN","Sca111546",2
"659","HPPD_HUMAN","Sca111546",2
"660","SC6A4_HUMAN","Sca111550",2
"661","SC6A2_HUMAN","Sca111550",4
"662","HPPD_HUMAN","Sca111550",2
"663","PPARG_HUMAN","Sca111550",1
"664","FAK2_HUMAN","Sca111552",1
"665","FAK1_HUMAN","Sca111552",2
"666","FAK1_HUMAN","Sca111589",1
"667","CDK1_HUMAN","Sca111589",1
"668","CDK7_HUMAN","Sca111589",1
"669","ALK_HUMAN","Sca111591",9
"670","MET_HUMAN","Sca111591",5
"671","HRH3_HUMAN","Sca111609",10
"672","KCNH2_HUMAN","Sca111609",1
"673","PTN6_HUMAN","Sca111717",1
"674","BRS3_HUMAN","Sca11173",1
"675","P2RX7_HUMAN","Sca11173",1
"676","PDE10_MOUSE","Sca11173",1
"677","HRH3_HUMAN","Sca11180",1
"678","HRH4_HUMAN","Sca11180",1
"679","CP2D6_HUMAN","Sca11180",1
"680","PTN6_HUMAN","Sca111804",1
"681","PTN1_HUMAN","Sca111804",1
"682","MMP1_HUMAN","Sca111824",1
"683","MMP3_HUMAN","Sca111824",1
"684","MMP2_HUMAN","Sca111824",1
"685","MMP9_HUMAN","Sca111824",1
"686","MMP3_HUMAN","Sca111825",1
"687","MMP14_HUMAN","Sca111825",1
"688","MMP2_HUMAN","Sca111825",1
"689","MMP9_HUMAN","Sca111825",1
"690","MMP3_HUMAN","Sca111828",1
"691","MMP2_HUMAN","Sca111828",1
"692","MMP9_HUMAN","Sca111828",1
"693","MMP3_HUMAN","Sca111829",1
"694","MMP9_HUMAN","Sca111829",1
"695","PRSS8_HUMAN","Sca111881",6
"696","HRH3_RAT","Sca11189",1
"697","CP3A4_HUMAN","Sca11189",1
"698","VGFR1_HUMAN","Sca11192",1
"699","HRH3_RAT","Sca111921",12
"700","HRH3_HUMAN","Sca111921",2
"701","CP2D6_HUMAN","Sca111921",1
"702","CXCR4_RAT","Sca111926",2
"703","CXCR4_HUMAN","Sca111926",3
"704","GHSR_HUMAN","Sca111970",1
"705","MTLR_HUMAN","Sca111970",1
"706","EAA1_HUMAN","Sca111974",1
"707","EAA1_RAT","Sca112155",1
"708","EAA1_HUMAN","Sca112155",1
"709","PGFRA_HUMAN","Sca112248",1
"710","CAH9_HUMAN","Sca112303",1
"711","CAH2_HUMAN","Sca112303",1
"712","EPHB4_HUMAN","Sca112303",4
"713","MMP8_HUMAN","Sca112344",1
"714","THAS_HUMAN","Sca11235",1
"715","ACACB_HUMAN","Sca11235",1
"716","PGFRB_HUMAN","Sca112372",1
"717","SRC_HUMAN","Sca112372",2
"718","EGFR_HUMAN","Sca112372",1
"719","FGFR1_HUMAN","Sca112372",2
"720","ABL1_HUMAN","Sca112372",2
"721","ACHA7_RAT","Sca1124",2
"722","SC5A7_MOUSE","Sca1124",1
"723","ABCC9_HUMAN","Sca112427",2
"724","OPRD_MOUSE","Sca112472",7
"725","OPRK_MOUSE","Sca112472",7
"726","OPRM_MOUSE","Sca112472",7
"727","OPRM_HUMAN","Sca112472",2
"728","PGFRB_MOUSE","Sca11251",1
"729","KSYK_HUMAN","Sca11251",4
"730","VGFR2_HUMAN","Sca11251",12
"731","FGFR1_HUMAN","Sca11251",9
"732","BRAF_HUMAN","Sca11251",4
"733","IGF1R_HUMAN","Sca112583",5
"734","EGFR_HUMAN","Sca112583",5
"735","ERBB2_HUMAN","Sca112583",3
"736","KSYK_HUMAN","Sca11261",15
"737","KPCL_HUMAN","Sca11261",1
"738","KPCE_HUMAN","Sca11261",1
"739","NTR2_RAT","Sca112614",6
"740","NTR1_RAT","Sca112614",1
"741","NTR1_HUMAN","Sca112615",3
"742","BKRB2_HUMAN","Sca112615",1
"743","PRGR_HUMAN","Sca11267",9
"744","ANDR_HUMAN","Sca11267",9
"745","FA10_HUMAN","Sca11268",8
"746","HDAC6_HUMAN","Sca11268",12
"747","P2RX7_HUMAN","Sca11268",1
"748","HDAC8_HUMAN","Sca11268",12
"749","OPRD_MOUSE","Sca1127",1
"750","OPRM_RAT","Sca1127",3
"751","CHK2_HUMAN","Sca11273",1
"752","PDE4B_HUMAN","Sca112736",11
"753","KIT_HUMAN","Sca112851",1
"754","FLT3_HUMAN","Sca112851",1
"755","VGFR2_HUMAN","Sca112851",1
"756","MET_HUMAN","Sca112851",1
"757","ROS1_HUMAN","Sca112851",1
"758","SC6A4_HUMAN","Sca112955",2
"759","SC6A2_HUMAN","Sca112955",1
"760","PDE4B_HUMAN","Sca112955",2
"761","PDE4D_HUMAN","Sca112955",2
"762","RON_HUMAN","Sca113006",4
"763","MET_HUMAN","Sca113006",41
"764","CP51A_RAT","Sca113011",3
"765","S28A2_HUMAN","Sca113049",1
"766","KSYK_HUMAN","Sca113175",7
"767","ZAP70_HUMAN","Sca113175",3
"768","VMAT2_RAT","Sca11332",3
"769","CP2D6_HUMAN","Sca11332",1
"770","DPP4_HUMAN","Sca11332",14
"771","DRD1_HUMAN","Sca11332",6
"772","DRD2_HUMAN","Sca11332",6
"773","DPP8_HUMAN","Sca113343",1
"774","DPP4_HUMAN","Sca113343",1
"775","DPP2_HUMAN","Sca113343",1
"776","MMP13_HUMAN","Sca113367",3
"777","MMP3_HUMAN","Sca113367",3
"778","MMP14_HUMAN","Sca113367",3
"779","MMP2_HUMAN","Sca113367",3
"780","MMP9_HUMAN","Sca113367",3
"781","MMP8_HUMAN","Sca113367",3
"782","GLR_MOUSE","Sca113411",2
"783","GLR_HUMAN","Sca113411",5
"784","GIPR_HUMAN","Sca113411",3
"785","TOP1_MOUSE","Sca113430",19
"786","TOP1_HUMAN","Sca113430",24
"787","MOT4_HUMAN","Sca113468",1
"788","KCNH2_HUMAN","Sca113471",3
"789","NPY5R_HUMAN","Sca113471",7
"790","NPY5R_RAT","Sca113551",1
"791","NPY5R_MOUSE","Sca113551",1
"792","NPY5R_HUMAN","Sca113551",1
"793","MMP1_HUMAN","Sca11381",1
"794","MMP2_HUMAN","Sca11381",1
"795","MMP8_HUMAN","Sca11381",1
"796","AURKA_HUMAN","Sca113850",1
"797","AURKB_HUMAN","Sca113850",1
"798","TIE2_HUMAN","Sca113850",1
"799","GLRA1_HUMAN","Sca113859",2
"800","CAH7_HUMAN","Sca113880",1
"801","CAH4_HUMAN","Sca113880",1
"802","CAH12_HUMAN","Sca113880",1
"803","MMP12_HUMAN","Sca113880",1
"804","MMP9_HUMAN","Sca113880",1
"805","THAS_HUMAN","Sca113882",1
"806","CP1A2_HUMAN","Sca113882",1
"807","LKHA4_HUMAN","Sca114140",1
"808","HYES_HUMAN","Sca114140",1
"809","CP19A_HUMAN","Sca114164",20
"810","BACE1_HUMAN","Sca114247",1
"811","DPP4_HUMAN","Sca114247",19
"812","LKHA4_HUMAN","Sca114303",4
"813","NPY5R_MOUSE","Sca114303",3
"814","PE2R3_HUMAN","Sca11431",34
"815","SCN9A_HUMAN","Sca11431",2
"816","CPT1B_HUMAN","Sca11431",1
"817","HDAC5_HUMAN","Sca114343",1
"818","DPP4_HUMAN","Sca114343",2
"819","HDAC1_HUMAN","Sca114343",1
"820","HDAC3_HUMAN","Sca114343",1
"821","HDAC2_HUMAN","Sca114343",1
"822","KCNH2_HUMAN","Sca114392",1
"823","PD2R_HUMAN","Sca114392",1
"824","IGF1R_MOUSE","Sca114434",8
"825","IGF1R_HUMAN","Sca114434",1
"826","IGF1R_MOUSE","Sca114495",1
"827","PTN1_HUMAN","Sca11452",17
"828","IKKB_HUMAN","Sca11452",1
"829","PTN1_HUMAN","Sca11453",6
"830","MPIP2_HUMAN","Sca11453",1
"831","RORG_HUMAN","Sca11453",1
"832","PE2R1_HUMAN","Sca11464",1
"833","PD2R2_HUMAN","Sca11464",1
"834","EGFR_HUMAN","Sca11464",1
"835","HRH4_RAT","Sca114686",5
"836","HRH4_HUMAN","Sca114686",5
"837","ADA2B_HUMAN","Sca11469",1
"838","ADA2C_HUMAN","Sca11469",1
"839","ADA2A_RAT","Sca11469",1
"840","ADA2A_HUMAN","Sca11469",1
"841","S1PR3_HUMAN","Sca11469",8
"842","S1PR1_HUMAN","Sca11469",25
"843","HRH3_RAT","Sca114690",1
"844","HRH4_RAT","Sca114690",1
"845","HRH4_HUMAN","Sca114690",1
"846","BRS3_MOUSE","Sca1147",1
"847","BRS3_HUMAN","Sca1147",1
"848","MMP1_HUMAN","Sca1147",8
"849","ADA17_HUMAN","Sca1147",8
"850","CHLE_HUMAN","Sca114726",12
"851","PDE11_HUMAN","Sca11475",1
"852","PDE5A_HUMAN","Sca11475",17
"853","CP2D6_HUMAN","Sca114760",1
"854","OPRD_HUMAN","Sca114760",4
"855","5HT1A_HUMAN","Sca114882",3
"856","5HT7R_RAT","Sca114882",3
"857","DRD2_HUMAN","Sca114882",3
"858","5HT1A_HUMAN","Sca114891",3
"859","5HT7R_RAT","Sca114891",1
"860","5HT7R_HUMAN","Sca114891",2
"861","DRD2_HUMAN","Sca114891",1
"862","5HT1A_HUMAN","Sca114892",10
"863","5HT7R_RAT","Sca114892",3
"864","5HT7R_HUMAN","Sca114892",7
"865","5HT6R_HUMAN","Sca114892",1
"866","DRD2_HUMAN","Sca114892",3
"867","ACM3_HUMAN","Sca114977",1
"868","ACM1_HUMAN","Sca114977",1
"869","THRB_HUMAN","Sca114997",1
"870","PE2R4_MOUSE","Sca114997",2
"871","PE2R3_MOUSE","Sca114997",2
"872","PE2R2_MOUSE","Sca114997",5
"873","PI2R_HUMAN","Sca114997",1
"874","PD2R_MOUSE","Sca114997",24
"875","5HT1A_RAT","Sca1150",1
"876","5HT1A_HUMAN","Sca1150",1
"877","DRD3_HUMAN","Sca1150",4
"878","DRD2_HUMAN","Sca1150",5
"879","DRD5_HUMAN","Sca1150",1
"880","DRD3_RAT","Sca115022",22
"881","DRD2_RAT","Sca115022",1
"882","PAR2_HUMAN","Sca115047",1
"883","PK3CB_HUMAN","Sca115049",2
"884","AKT1_HUMAN","Sca115049",1
"885","MTOR_HUMAN","Sca115049",1
"886","KPCT_HUMAN","Sca115065",11
"887","KPCD_HUMAN","Sca115065",11
"888","KPCL_HUMAN","Sca115065",1
"889","KPCE_HUMAN","Sca115065",1
"890","ELNE_HUMAN","Sca1151",12
"891","PD2R2_HUMAN","Sca1151",1
"892","CAH9_HUMAN","Sca1151",7
"893","CAH2_HUMAN","Sca1151",7
"894","CAH12_HUMAN","Sca1151",6
"895","CARM1_HUMAN","Sca115127",7
"896","ADA2B_HUMAN","Sca11519",1
"897","ADA2C_HUMAN","Sca11519",1
"898","ADA2A_RAT","Sca11519",1
"899","ADA2A_HUMAN","Sca11519",1
"900","CAH9_HUMAN","Sca1152",11
"901","CAH2_HUMAN","Sca1152",6
"902","CAH12_HUMAN","Sca1152",9
"903","KLK7_HUMAN","Sca11529",1
"904","KLK5_HUMAN","Sca11529",1
"905","TMPS6_HUMAN","Sca115298",10
"906","ST14_HUMAN","Sca115298",18
"907","FA10_HUMAN","Sca115298",14
"908","LCAP_HUMAN","Sca115434",1
"909","AMPN_HUMAN","Sca115434",3
"910","NK3R_RAT","Sca115464",1
"911","NK3R_HUMAN","Sca115464",14
"912","5HT6R_HUMAN","Sca11548",2
"913","DRD3_HUMAN","Sca11548",3
"914","DRD4_HUMAN","Sca11548",3
"915","DRD2_RAT","Sca11548",1
"916","DRD2_HUMAN","Sca11548",3
"917","V2R_RAT","Sca115533",7
"918","V2R_HUMAN","Sca115533",2
"919","OXYR_RAT","Sca115533",7
"920","OXYR_HUMAN","Sca115533",2
"921","V1AR_RAT","Sca115533",6
"922","V1AR_HUMAN","Sca115533",2
"923","DPP8_HUMAN","Sca115670",12
"924","DPP9_HUMAN","Sca115670",13
"925","DPP4_HUMAN","Sca115670",13
"926","DPP2_HUMAN","Sca115670",6
"927","CCR4_HUMAN","Sca1157",16
"928","CPT1B_RAT","Sca1157",1
"929","CNR2_HUMAN","Sca1157",3
"930","5HT1A_RAT","Sca11571",17
"931","5HT7R_RAT","Sca11571",2
"932","5HT2A_RAT","Sca11571",5
"933","ANDR_HUMAN","Sca11571",20
"934","HRH3_HUMAN","Sca115783",3
"935","HRH4_HUMAN","Sca115783",2
"936","KCMA1_HUMAN","Sca115783",1
"937","HDAC6_HUMAN","Sca115817",1
"938","CNR1_RAT","Sca115817",4
"939","HDAC8_HUMAN","Sca115817",1
"940","KCMA1_HUMAN","Sca115844",1
"941","CNR1_RAT","Sca115844",3
"942","HDAC6_HUMAN","Sca115936",5
"943","HDAC2_HUMAN","Sca115936",4
"944","HDAC8_HUMAN","Sca115936",5
"945","PE2R3_HUMAN","Sca115951",29
"946","CATS_HUMAN","Sca115954",16
"947","CATK_HUMAN","Sca115954",15
"948","CATL1_HUMAN","Sca115955",1
"949","CATS_HUMAN","Sca115955",17
"950","CATK_HUMAN","Sca115955",11
"951","CDK2_HUMAN","Sca115973",1
"952","CDK5_HUMAN","Sca115973",1
"953","CDK7_HUMAN","Sca115973",1
"954","CDK9_HUMAN","Sca115973",1
"955","ADA1A_RAT","Sca1160",2
"956","ADA1D_RAT","Sca1160",8
"957","GP142_HUMAN","Sca116009",1
"958","AA1R_HUMAN","Sca116009",1
"959","AA2AR_HUMAN","Sca116009",5
"960","TGFR1_MOUSE","Sca116031",1
"961","TGFR1_HUMAN","Sca116031",83
"962","ACV1B_HUMAN","Sca116031",1
"963","VGFR2_HUMAN","Sca116031",1
"964","MK14_HUMAN","Sca116031",16
"965","RIPK2_HUMAN","Sca116031",1
"966","AA1R_HUMAN","Sca116068",2
"967","ROCK1_HUMAN","Sca116068",1
"968","CCR1_HUMAN","Sca11621",2
"969","CCR2_HUMAN","Sca11621",1
"970","CATK_HUMAN","Sca11621",1
"971","KPCZ_HUMAN","Sca116272",9
"972","CDK2_HUMAN","Sca116272",4
"973","FPPS_HUMAN","Sca116283",4
"974","FGFR1_HUMAN","Sca116283",1
"975","MKNK1_HUMAN","Sca116283",4
"976","MKNK2_HUMAN","Sca116283",15
"977","KC1D_RAT","Sca116353",1
"978","KC1E_HUMAN","Sca116353",1
"979","ROCK2_RAT","Sca116385",3
"980","ROCK2_HUMAN","Sca116385",3
"981","MRCKA_HUMAN","Sca116385",2
"982","HDAC6_HUMAN","Sca1164",2
"983","HDAC1_HUMAN","Sca1164",1
"984","HDAC3_HUMAN","Sca1164",1
"985","HDAC2_HUMAN","Sca1164",1
"986","GALR2_RAT","Sca116572",5
"987","GALR1_RAT","Sca116572",6
"988","AKT2_HUMAN","Sca116592",6
"989","AKT1_HUMAN","Sca116592",6
"990","THRB_HUMAN","Sca116604",1
"991","FFAR1_HUMAN","Sca116604",6
"992","PPAC_HUMAN","Sca116623",2
"993","PTN1_HUMAN","Sca116623",2
"994","HRH2_HUMAN","Sca116716",1
"995","NK2R_HUMAN","Sca116716",1
"996","GNRHR_RAT","Sca116716",1
"997","GNRHR_HUMAN","Sca116716",1
"998","AA1R_RAT","Sca116754",1
"999","AA2AR_HUMAN","Sca116754",2
"1000","AA3R_HUMAN","Sca116754",4
"1001","HRH4_HUMAN","Sca116786",1
"1002","NPY5R_MOUSE","Sca116786",1
"1003","VDR_HUMAN","Sca116904",2
"1004","CP3A4_HUMAN","Sca116907",1
"1005","GPBAR_MOUSE","Sca116907",7
"1006","GPBAR_HUMAN","Sca116907",7
"1007","KSYK_HUMAN","Sca117006",1
"1008","MK01_HUMAN","Sca117006",4
"1009","SC5A1_RAT","Sca117022",2
"1010","SC5A1_HUMAN","Sca117022",28
"1011","SC5A2_HUMAN","Sca117022",17
"1012","ACHA4_RAT","Sca117091",2
"1013","CCR2_HUMAN","Sca117138",1
"1014","CCL2_HUMAN","Sca117138",12
"1015","SC6A4_RAT","Sca11718",1
"1016","5HT1A_RAT","Sca11718",7
"1017","5HT7R_RAT","Sca11718",1
"1018","5HT2A_RAT","Sca11718",1
"1019","DRD2_RAT","Sca11718",1
"1020","5HT3A_RAT","Sca11718",1
"1021","ADA1A_HUMAN","Sca117243",4
"1022","MCHR1_HUMAN","Sca117243",4
"1023","NR1H4_HUMAN","Sca117250",14
"1024","OPRK_HUMAN","Sca117280",1
"1025","OPRX_HUMAN","Sca117280",15
"1026","MDR1_HUMAN","Sca1173",8
"1027","ADRB1_HUMAN","Sca1173",6
"1028","ADRB2_HUMAN","Sca1173",7
"1029","ADRB3_HUMAN","Sca1173",8
"1030","PPARA_HUMAN","Sca1173",1
"1031","PPARG_HUMAN","Sca1173",1
"1032","RENI_HUMAN","Sca117395",1
"1033","SC6A4_HUMAN","Sca117395",3
"1034","SC6A2_HUMAN","Sca117395",3
"1035","SCN8A_HUMAN","Sca117627",1
"1036","CP2D6_HUMAN","Sca117627",1
"1037","CP1A2_HUMAN","Sca117627",4
"1038","NMBR_HUMAN","Sca117630",12
"1039","OPRK_HUMAN","Sca117679",1
"1040","OPRM_HUMAN","Sca117679",36
"1041","OPRX_HUMAN","Sca117679",52
"1042","PDE9A_HUMAN","Sca117694",7
"1043","LOX5_RAT","Sca1177",1
"1044","CP1A2_HUMAN","Sca117752",2
"1045","JAK2_HUMAN","Sca117767",1
"1046","TYK2_HUMAN","Sca117767",1
"1047","JAK1_HUMAN","Sca117767",1
"1048","CHK1_HUMAN","Sca117767",4
"1049","CAH2_HUMAN","Sca117775",7
"1050","CAH1_HUMAN","Sca117775",6
"1051","RENI_HUMAN","Sca117820",41
"1052","AA3R_HUMAN","Sca1179",1
"1053","5HT2B_HUMAN","Sca1179",1
"1054","5HT2A_RAT","Sca1179",2
"1055","5HT2A_HUMAN","Sca1179",1
"1056","5HT2C_RAT","Sca1179",4
"1057","DRD2_RAT","Sca1179",1
"1058","AA1R_HUMAN","Sca11792",2
"1059","AA2AR_RAT","Sca11792",1
"1060","ADA1A_HUMAN","Sca118079",1
"1061","ADA1B_HUMAN","Sca118079",1
"1062","CCR6_HUMAN","Sca118079",1
"1063","GLR_HUMAN","Sca118079",1
"1064","KCNN1_RAT","Sca118147",1
"1065","DYRK2_HUMAN","Sca118158",3
"1066","PIM1_HUMAN","Sca118158",1
"1067","DYR1A_RAT","Sca118158",3
"1068","CLK3_MOUSE","Sca118158",2
"1069","CLK1_MOUSE","Sca118158",5
"1070","GLP1R_RAT","Sca118229",4
"1071","GHSR_RAT","Sca118256",1
"1072","ACM1_RAT","Sca118299",3
"1073","HRH3_HUMAN","Sca118379",1
"1074","GRM5_HUMAN","Sca118379",4
"1075","HDAC4_HUMAN","Sca118488",1
"1076","HDAC6_HUMAN","Sca118488",1
"1077","P2RX7_HUMAN","Sca118488",14
"1078","P2RX7_HUMAN","Sca118584",1
"1079","CATK_HUMAN","Sca118584",5
"1080","AOFB_HUMAN","Sca1187",1
"1081","MPIP1_HUMAN","Sca1187",1
"1082","MPIP2_HUMAN","Sca1187",2
"1083","MPIP3_HUMAN","Sca1187",1
"1084","DRD3_RAT","Sca11870",1
"1085","DRD1_RAT","Sca11870",1
"1086","DRD2_RAT","Sca11870",2
"1087","NK1R_HUMAN","Sca118879",2
"1088","SCN2A_RAT","Sca118879",1
"1089","BMR1B_HUMAN","Sca118975",1
"1090","ACVL1_HUMAN","Sca118975",1
"1091","BMR1A_HUMAN","Sca118975",1
"1092","ACVR1_HUMAN","Sca118975",1
"1093","TGFR2_HUMAN","Sca118975",1
"1094","BMPR2_HUMAN","Sca118975",1
"1095","ACVL1_HUMAN","Sca118976",1
"1096","ACVR1_HUMAN","Sca118976",1
"1097","TGFR1_HUMAN","Sca118997",1
"1098","BMR1B_HUMAN","Sca118997",2
"1099","ACVL1_HUMAN","Sca118997",2
"1100","BMR1A_HUMAN","Sca118997",1
"1101","ACVR1_HUMAN","Sca118997",2
"1102","TGFR2_HUMAN","Sca118997",1
"1103","PE2R4_RAT","Sca11904",1
"1104","PE2R4_HUMAN","Sca11904",5
"1105","OXYR_HUMAN","Sca119040",1
"1106","V1AR_HUMAN","Sca119040",1
"1107","AA1R_HUMAN","Sca119185",1
"1108","AA2BR_HUMAN","Sca119185",1
"1109","AA2AR_HUMAN","Sca119185",1
"1110","MK14_HUMAN","Sca119185",1
"1111","VGFR2_HUMAN","Sca119265",1
"1112","CP2C9_HUMAN","Sca119265",1
"1113","5HT1A_RAT","Sca119315",1
"1114","5HT2A_RAT","Sca119315",1
"1115","DRD1_RAT","Sca119315",1
"1116","DRD2_RAT","Sca119315",1
"1117","PE2R1_HUMAN","Sca119487",12
"1118","TA2R_HUMAN","Sca119487",1
"1119","BRD4_HUMAN","Sca119505",7
"1120","PLK1_HUMAN","Sca119505",4
"1121","KCNN3_HUMAN","Sca119516",1
"1122","NTR1_HUMAN","Sca119548",1
"1123","KCNH2_HUMAN","Sca119613",4
"1124","CATL1_HUMAN","Sca119613",5
"1125","CATS_HUMAN","Sca119613",7
"1126","ADA2B_HUMAN","Sca119636",4
"1127","ADA2C_HUMAN","Sca119636",4
"1128","ADA2A_HUMAN","Sca119636",4
"1129","PLK1_HUMAN","Sca119689",1
"1130","PLK3_HUMAN","Sca119689",1
"1131","PLK2_HUMAN","Sca119689",1
"1132","OXYR_HUMAN","Sca119722",2
"1133","CP3A4_HUMAN","Sca119722",1
"1134","V2R_HUMAN","Sca119723",1
"1135","OXYR_RAT","Sca119723",2
"1136","OXYR_HUMAN","Sca119723",8
"1137","V1AR_HUMAN","Sca119723",1
"1138","CP2CJ_HUMAN","Sca119723",1
"1139","CP2C9_HUMAN","Sca119723",2
"1140","FA10_HUMAN","Sca11981",18
"1141","THRB_HUMAN","Sca11981",7
"1142","QRFPR_HUMAN","Sca11981",8
"1143","PRGR_HUMAN","Sca119853",15
"1144","NK2R_RAT","Sca119908",1
"1145","NK1R_RAT","Sca119908",7
"1146","NK1R_HUMAN","Sca119908",7
"1147","OPRD_HUMAN","Sca119908",3
"1148","OPRM_RAT","Sca119908",7
"1149","NPY5R_HUMAN","Sca119966",28
"1150","SC6A5_HUMAN","Sca119970",1
"1151","SC6A9_HUMAN","Sca119970",20
"1152","M3K8_HUMAN","Sca119972",14
"1153","KCNH2_HUMAN","Sca119991",1
"1154","SC6A4_RAT","Sca119991",1
"1155","SC6A4_HUMAN","Sca119991",15
"1156","5HT1B_HUMAN","Sca119991",15
"1157","5HT1A_HUMAN","Sca119991",15
"1158","5HT1D_HUMAN","Sca119991",15
"1159","ACHA4_RAT","Sca119995",1
"1160","ACHA4_HUMAN","Sca119995",9
"1161","PSB5_HUMAN","Sca120010",7
"1162","KCNH2_HUMAN","Sca120025",1
"1163","SC6A4_HUMAN","Sca120025",2
"1164","5HT1B_HUMAN","Sca120025",2
"1165","5HT1A_HUMAN","Sca120025",2
"1166","5HT1D_HUMAN","Sca120025",2
"1167","HRH3_MOUSE","Sca120053",1
"1168","HRH3_HUMAN","Sca120053",14
"1169","KCNH2_HUMAN","Sca120053",6
"1170","GBRA6_HUMAN","Sca120113",1
"1171","GBRA2_HUMAN","Sca120113",1
"1172","GBRA1_HUMAN","Sca120113",1
"1173","GBRA5_HUMAN","Sca120113",1
"1174","GBRA5_HUMAN","Sca120117",1
"1175","GBRA2_HUMAN","Sca120127",1
"1176","GBRA1_HUMAN","Sca120127",1
"1177","GBRA5_HUMAN","Sca120127",1
"1178","GBRA3_HUMAN","Sca120127",1
"1179","KCNH2_HUMAN","Sca120433",1
"1180","5HT1A_RAT","Sca120433",1
"1181","5HT2A_RAT","Sca120433",1
"1182","CNR2_HUMAN","Sca120453",1
"1183","CNR1_RAT","Sca120453",3
"1184","CNR1_HUMAN","Sca120453",13
"1185","KCNH2_HUMAN","Sca120456",2
"1186","CNR2_RAT","Sca120456",2
"1187","CNR2_HUMAN","Sca120456",2
"1188","CNR1_RAT","Sca120456",2
"1189","CNR1_HUMAN","Sca120456",2
"1190","IGF1R_HUMAN","Sca120742",19
"1191","MK10_HUMAN","Sca120742",1
"1192","CHLE_HUMAN","Sca12076",1
"1193","ACES_HUMAN","Sca12076",1
"1194","CAN1_HUMAN","Sca12076",1
"1195","CATB_HUMAN","Sca12076",4
"1196","OXYR_HUMAN","Sca120775",15
"1197","RARB_HUMAN","Sca120802",1
"1198","RARG_HUMAN","Sca120802",1
"1199","PDE10_HUMAN","Sca120874",2
"1200","TIE2_HUMAN","Sca120874",1
"1201","C5AR1_HUMAN","Sca120879",11
"1202","MK10_HUMAN","Sca120902",4
"1203","TIE2_HUMAN","Sca120902",2
"1204","GP142_HUMAN","Sca120979",1
"1205","CP3A4_HUMAN","Sca120979",1
"1206","ACES_HUMAN","Sca12101",1
"1207","CP3A4_HUMAN","Sca12101",2
"1208","CAH7_HUMAN","Sca12101",1
"1209","CAH12_HUMAN","Sca12101",1
"1210","ADA2A_HUMAN","Sca121039",1
"1211","5HT6R_HUMAN","Sca121039",5
"1212","DRD3_HUMAN","Sca121076",9
"1213","DRD1_HUMAN","Sca121076",2
"1214","DRD2_HUMAN","Sca121076",7
"1215","PPAC_HUMAN","Sca121196",1
"1216","PTN1_HUMAN","Sca121196",2
"1217","PTN2_HUMAN","Sca121196",2
"1218","MPIP2_HUMAN","Sca121248",2
"1219","V2R_RAT","Sca121325",1
"1220","V2R_HUMAN","Sca121325",20
"1221","V1AR_HUMAN","Sca121325",14
"1222","KCNH2_HUMAN","Sca121455",2
"1223","F13A_HUMAN","Sca121455",1
"1224","CNR1_HUMAN","Sca121455",10
"1225","YES_HUMAN","Sca121467",1
"1226","EGFR_HUMAN","Sca121467",1
"1227","GSK3B_HUMAN","Sca121503",44
"1228","KCNH2_HUMAN","Sca121528",2
"1229","CNR1_HUMAN","Sca121528",2
"1230","ELNE_HUMAN","Sca121557",6
"1231","CTRB1_HUMAN","Sca121557",1
"1232","THRB_HUMAN","Sca121557",1
"1233","ACHA7_HUMAN","Sca121559",2
"1234","ACHA4_HUMAN","Sca121559",1
"1235","CASP6_HUMAN","Sca121602",3
"1236","AA1R_RAT","Sca121694",1
"1237","AA2BR_HUMAN","Sca121694",1
"1238","AA2AR_RAT","Sca121694",1
"1239","AA2AR_HUMAN","Sca121694",1
"1240","NPY5R_MOUSE","Sca121785",12
"1241","MCHR1_HUMAN","Sca121785",1
"1242","KIT_HUMAN","Sca121788",2
"1243","ABL1_HUMAN","Sca121788",2
"1244","KIT_HUMAN","Sca121789",7
"1245","DDR1_HUMAN","Sca121789",1
"1246","DDR2_HUMAN","Sca121789",1
"1247","ABL1_HUMAN","Sca121789",7
"1248","OPRD_HUMAN","Sca121796",1
"1249","OPRK_RAT","Sca121796",2
"1250","OPRK_HUMAN","Sca121796",10
"1251","OPRM_RAT","Sca121796",2
"1252","OPRM_HUMAN","Sca121796",10
"1253","CP3A4_HUMAN","Sca121834",2
"1254","CALRL_HUMAN","Sca121834",9
